date_hour,equipment_energy_consumption,lighting_energy,zone1_temp_humid,zone2_temp_humid,zone3_temp_humid,zone4_temp_humid,zone5_temp_humid,zone6_temp_humid,zone7_temp_humid,zone8_temp_humid,zone9_temp_humid,outdoor_temp_humid
2016-01-11 17:00:00,270.0,180.0,1048.856621328945,856.2016,889.1910866666663,1040.9181990282048,961.9025104166675,547.5819857777775,715.434561616161,1049.06885656338,661.9471247856061,575.0
2016-01-11 18:00:00,1000.0,270.0,915.0012164444457,858.9500873804718,887.597084,1029.3613458170137,940.0440000000001,539.8842666666666,731.2246389915981,1078.8272350188,768.1370553573487,699.3347167640499
2016-01-11 20:00:00,750.0,210.0,1009.7588581855524,922.7150051206512,955.4880679012349,944.7247440972216,1304.0404320987661,474.34824916031204,755.807362262881,1089.4326749196211,765.2533510728899,659.3354319383483
2016-01-11 21:00:00,520.0,120.0,794.091181198642,924.2335004444444,938.2420745892252,945.3397940762272,1305.6555871111118,481.33901155555554,778.6590500000003,571.0779199999995,757.16744,523.004350915168
2016-01-11 23:00:00,250.0,80.0,953.551583333333,922.6169852167512,929.7928424479165,974.5576716145833,983.5167249999998,496.90759166666663,764.0057500000001,971.5383444444445,762.4146000000001,505.4
2016-01-12 00:00:00,850.0,100.0,946.3901263677857,894.4174666621019,785.289417544275,841.7494859259887,965.2451330038213,486.82245740740746,791.6954499999995,998.946592322369,774.82875,468.1409856698079
2016-01-12 01:00:00,1010.0,50.0,797.4488600626169,893.3612311861431,916.8720000000001,659.188929389956,949.9160077160499,437.92645,813.6687206810797,1009.0028222795612,781.1249511706411,473.0333333333333
2016-01-12 02:00:00,270.0,0.0,950.7455503693154,893.0335555555555,932.5431120251033,970.5837114197534,942.9634611111111,414.14173760208666,808.0300607742166,1053.0654424575614,802.3213407407403,463.06666666666666
2016-01-12 06:00:00,190.0,20.0,929.9914896866096,868.5049216000001,924.3237311111108,906.298054666667,915.4163338677304,738.7401692451396,983.2468166611202,851.5182579267733,729.4948944572895,470.0
2016-01-12 08:00:00,300.0,60.0,945.8888367237057,859.0715161179697,907.5899568296811,867.9795948150144,938.8672478399866,322.330174796528,792.689141712078,960.4990069444443,807.598272471597,450.0413872250126
2016-01-12 09:00:00,260.0,0.0,765.0434972271836,845.0270045268219,904.8557777777773,855.7967407407409,629.2096275216404,570.9412047735776,753.2581629629634,930.683240740741,780.8625836228773,455.75833333333327
2016-01-12 10:00:00,1380.0,10.0,921.752090501819,843.4094255489996,892.5530066007323,1241.5959435361488,894.623111111111,484.02164444444435,636.2079719020254,1076.3836697161921,772.5571716123051,502.4811279784079
2016-01-12 13:00:00,910.0,0.0,918.4379814814818,425.3455925261444,791.8923583804159,755.4585282053015,906.559380246914,616.7948751427463,715.1652274969022,873.8052876984129,880.649554085701,1119.1407422549396
2016-01-12 14:00:00,820.0,0.0,885.361111111111,932.9767824055538,871.6816904243984,850.451654320988,906.015,521.3747361396186,545.4510978326241,875.2428459994721,760.872184438813,549.1284722222223
2016-01-12 17:00:00,1020.0,90.0,418.28958669872605,805.399966245791,884.2858611111105,824.9791333333336,893.2772916666662,461.4335268244166,687.8415940082641,596.9012209346043,736.7748750000001,449.07714360856824
2016-01-12 18:00:00,350.0,100.0,988.5540777306009,824.1215187500009,880.3789518013091,866.6666005273837,892.0703101851852,1162.6402771833368,711.248069168953,872.056414351852,727.9810493827158,443.91978125543625
2016-01-12 20:00:00,210.0,0.0,579.5003722222225,931.9066629677403,876.4991,830.0345401234564,887.670473148148,414.19586327160505,701.0713786368298,873.1987851851853,752.3784368722013,422.43055555555554
2016-01-12 21:00:00,250.0,30.0,847.7139308641971,807.6160699588473,872.9897305608409,822.4953476218587,877.1032944444446,419.26442313065985,690.9111066632233,1028.0229464881024,731.6430973113208,444.2625
2016-01-12 22:00:00,240.0,10.0,841.5528533333334,800.0060325483628,873.96842331746,827.8426199999997,877.4182466666668,483.7447996145013,728.8405498194072,914.383685334653,643.7293869454611,464.40000000000003
2016-01-12 23:00:00,180.0,0.0,841.618083333333,806.2097957386363,883.9801750000001,830.4998333333324,884.2406777777785,501.57128037063194,746.377671998698,951.8137950680269,782.1672925841943,264.2140831583778
2016-01-13 00:00:00,150.0,0.0,839.5714450617287,808.717710229022,890.9662780864195,826.8929320987653,903.060339102259,483.0965049382717,767.0592894331066,852.823399145757,668.8599781519123,1092.878327349174
2016-01-13 01:00:00,230.0,0.0,829.5258376825307,803.7866944255993,889.5898622222225,826.3482733333333,896.3942866666665,481.78609955555555,771.2191869550591,722.7336022549894,819.6750844444445,305.01165761617
2016-01-13 02:00:00,230.0,0.0,841.3325120202018,809.953125,892.157362311328,701.9796280236955,898.9140026666664,484.55015555555553,932.4658672058077,1028.8604868355928,813.7904276707694,484.78888888888883
2016-01-13 04:00:00,220.0,0.0,840.1183874646459,964.4513694411754,885.7176474452305,821.0536088888889,915.0099441914763,458.2436848888887,807.3377683950621,1012.3972110122061,857.3621733333335,474.34999999999997
2016-01-13 06:00:00,320.0,20.0,847.263725,795.7110149327946,883.3429590277783,802.75282196658,1240.1381965277787,439.0546833333334,408.81665243907463,994.1284508113158,865.0166666666668,426.3566822946382
2016-01-13 08:00:00,720.0,50.0,819.4871490552945,783.4874999999998,850.6215250000001,809.913208333333,494.5091317818974,393.9387222371916,740.7306033333336,929.7051770573772,812.5707916666667,445.83333333333337
2016-01-13 09:00:00,520.0,160.0,837.2358920986799,797.9209188347561,730.1187994444932,704.7822740311732,1011.5174111680725,253.70667901752515,740.3145412899775,897.925355555555,779.6294444444447,744.856391732496
2016-01-13 10:00:00,400.0,90.0,844.3248428406511,541.5338811728399,851.9128558641975,853.6079580246918,974.3072750000001,449.2930083333335,721.7140918658416,885.2717827424617,796.5582222222221,297.11006794140934
2016-01-13 12:00:00,250.0,0.0,836.2228148148148,887.1114396200725,844.8912449516564,830.3318617283957,932.9521137332798,460.7502642996573,683.9228974190153,834.1838814814812,841.5911509991411,316.2351359920833
2016-01-13 13:00:00,210.0,0.0,798.2369753086424,759.7073417759079,740.2448118111947,800.3095146196878,896.8111268343844,463.8623879572278,665.3598148148156,814.2899277777782,716.1172333333335,456.7569444444444
2016-01-13 14:00:00,210.0,0.0,783.7462355555555,746.595737702983,823.2099039999997,792.8760168372562,875.1619134111933,378.467537744018,557.0484740521318,802.653959555555,566.9991074906055,463.8413333333333
2016-01-13 15:00:00,210.0,0.0,784.2180142222221,747.5861577818843,818.9503511111111,784.382519555555,860.3876400000004,912.7225690278449,669.2002061111114,683.0397896321693,699.3929413333334,436.5170805611724
2016-01-13 17:00:00,380.0,20.0,786.9397333333336,743.09125,810.46935,758.1190361111115,875.2684836533886,285.6874319444446,678.8915611111115,854.0721166846348,554.7856544774012,1242.710387339277
2016-01-13 18:00:00,300.0,20.0,785.8528,746.0884444444448,808.0158666666665,766.7867479902039,842.1958999999999,251.28524056455655,681.200965260866,879.2901333333333,673.4383186578749,345.95150682187597
2016-01-13 19:00:00,1280.0,100.0,541.5511425925927,757.6678456790117,806.6943999999999,751.9958688271604,1007.4445490740741,171.96352138086422,670.0973335988701,920.0890680507838,671.1819032386662,257.6298611111111
2016-01-13 20:00:00,1490.0,120.0,684.4061963728979,891.9953633455145,813.3960218834999,784.2174320356961,1487.8189493819393,159.37143364322017,704.7967203703697,885.0356292434177,448.12779166666655,344.739053071679
2016-01-13 21:00:00,1880.0,30.0,818.3166427112685,781.7270679012346,850.1699555555555,800.752461111111,1636.0845679012368,114.66150270061736,692.7769860697924,895.6206372424053,668.7943175154321,303.7609366765217
2016-01-13 23:00:00,250.0,0.0,927.2372395770075,776.700046296296,901.7210963804615,776.8907355324072,966.3112497354751,107.57477029108905,705.5809765704795,1090.492841067782,616.8065328749722,260.3294961616694
2016-01-14 01:00:00,130.0,0.0,802.1210400000001,753.920794514429,867.075527111111,775.9406816785951,1152.4712732216249,176.97535999999994,895.2977674037434,980.9613666666662,444.4888355555551,260.832
2016-01-14 02:00:00,260.0,0.0,789.9366965927704,753.7269798948577,856.2666852494822,771.6656990740738,1143.0211111111112,235.11974351144542,765.4389444444444,972.4932983992467,771.920388888889,267.59370815583947
2016-01-14 03:00:00,230.0,0.0,792.375584,752.778173333333,856.8146466666667,654.674793274194,1122.7946559829334,269.9458303411491,767.4158666666665,970.0721679868801,781.7882333333332,301.2035534750053
2016-01-14 04:00:00,130.0,0.0,785.1426437489562,898.8528529252671,854.2570779166668,769.1382400000003,1083.5221537780242,277.0349999999999,921.3298026703569,950.8574323728816,777.9394168264499,730.6015560078974
2016-01-14 06:00:00,240.0,10.0,402.2998612382779,760.0752326335506,980.3007182631891,769.0086666666668,1227.8471600944733,335.2316777777777,761.8841168465162,953.6434617283952,673.1794164202598,1013.0965167151769
2016-01-14 07:00:00,960.0,40.0,788.9805897238468,911.782368425763,850.0196822222214,933.6231914769588,1053.670328241721,341.964074111111,764.131872,939.3467333333328,802.8972943333334,452.14662432028155
2016-01-14 08:00:00,1320.0,30.0,802.3469428571428,982.795877598722,632.2372675306262,782.9631460275583,1416.3983861990803,313.2758134848865,721.166316553288,894.5555026711246,773.0827619047618,249.2548222356438
2016-01-14 09:00:00,830.0,80.0,932.968546929511,757.6465120000003,814.0084711111115,773.6164800000003,944.7960880761777,226.76345557777788,693.8128888888881,861.4903471403017,764.9981936666662,145.02716681827425
2016-01-14 10:00:00,2540.0,70.0,844.468428537101,773.087270666667,855.7845400000002,791.26758,887.4101400000001,224.1106768888888,675.077502,839.1066004755598,769.7158882392962,130.38813199815203
2016-01-14 11:00:00,1430.0,70.0,835.9711102623459,792.5481091161942,1005.4782499999999,795.4682726382173,926.5014303295562,277.94155432098785,664.3008296296294,821.9961869544629,518.6014333615449,236.0875
2016-01-14 12:00:00,1490.0,96.00296632575207,893.1689965288407,798.960462222222,976.1379885204966,812.9459457033046,1069.9328045700681,327.63898267407393,670.4097700803713,806.7479999999997,783.7150222222223,301.33424528191586
2016-01-14 13:00:00,360.0,86.00296632575207,903.2480874815777,809.9245912835768,985.5651844999999,817.2112509504958,926.0460288692419,358.2984502344289,679.9922028161719,807.0682488888885,807.3476833333331,225.78890906023852
2016-01-14 15:00:00,310.0,0.0,866.0528148148147,822.6326883101849,888.2981265482606,798.7719804136227,612.114765068789,445.4699375729767,797.1461991451771,810.8299773246237,900.8285536781567,1053.5926828212753
2016-01-14 18:00:00,1110.0,40.0,909.911791666667,855.5020615893703,950.6238194444445,598.3241439635694,922.1175000000001,297.1663262942934,896.2254762933861,690.3251836271285,895.0947672043056,323.7074652777778
2016-01-14 19:00:00,1010.0,50.0,990.0601181646398,875.6663228744768,932.6194642423546,858.0579933333332,927.6529066666667,287.5118558643694,689.7012383039926,870.1583653295677,710.3944470589532,301.55
2016-01-14 20:00:00,300.0,50.0,1000.56,886.3832962962966,956.6822222222225,891.2851543209863,1160.9992839506165,295.4404518518519,748.8154903823764,868.905012345679,555.8603384283509,290.8814814814814
2016-01-14 23:00:00,1329.9856929495108,0.0,947.7091527064051,903.9324836154678,917.1297884856144,822.3293646738882,1049.4495407407408,148.98489382716045,762.1107776873382,944.6150000000004,782.5340000000001,106.75833333333334
2016-01-15 01:00:00,310.0,0.0,785.3624489815779,890.8011111111116,918.3957777777777,538.6336913580247,1453.8450196963406,48.91712512103778,891.1494844006351,957.1485306127753,905.682706267134,53.30549398278911
2016-01-15 03:00:00,210.0,0.0,915.1810088888885,859.7738596543905,924.1261293333333,799.414442063555,1007.6039155555552,136.4755199999998,942.8200575652731,1135.151360211169,701.3116816577028,158.03513619666043
2016-01-15 07:00:00,260.0,40.0,878.028630666667,828.853261675551,914.9595030979281,649.56615463574,986.9683999999996,205.38102333731294,773.9003780063964,934.0431155555557,940.9303447704352,251.59568377319826
2016-01-15 09:00:00,1979.9856929495108,50.0,747.7567555555557,718.7403120010188,784.5444314971752,828.4654330246918,1000.2936418501974,339.3902548670418,695.8773045087206,858.4056649571635,764.4503025708416,258.6666666666667
2016-01-15 10:00:00,600.0,40.0,796.0318423611116,765.9020916666668,802.324088888888,822.6249197697434,1134.7272481228042,249.33785000000003,333.6919444444441,817.1384374999997,750.6969447559422,295.88333333333327
2016-01-15 11:00:00,440.0,20.0,805.8937833333329,777.3947999999999,832.9447492584745,497.0439947554636,930.7363500000001,293.6862625,660.7075166666663,805.2354375,737.5849166666662,253.89189439661465
2016-01-15 12:00:00,1180.0,10.0,835.5872839645704,776.5815027813807,819.5088906666665,811.886990702637,920.5804415347221,334.7366853333333,652.9768469999999,794.5209033254778,729.2467866666666,433.1962560101979
2016-01-15 13:00:00,930.0,10.0,825.4688608941162,795.3672354817712,825.4641875,1016.5021693214233,914.4572124999999,170.91216458333326,649.8920569852943,805.3261826420535,748.8383414475218,310.2989455482543
2016-01-15 14:00:00,380.0,0.0,972.4543034712998,799.8655239037727,828.5998333333331,818.3147122284039,871.2113530949929,321.5605370453105,647.5450098765432,791.7240592190524,810.3417501538585,369.12723794669324
2016-01-15 15:00:00,280.0,10.0,841.7466774926361,807.2463568525619,830.5775873333338,821.5618052126199,848.504869333334,372.03477688888887,653.8875097885225,786.6662055395685,770.1791999999996,279.0
2016-01-15 16:00:00,230.0,0.0,476.8278459660766,809.5821777057932,841.1035902777772,824.4617975727787,849.1528659722215,348.88320182291653,809.9630294264266,781.1859916666671,747.4577944444433,181.60972222222236
2016-01-15 17:00:00,590.0,30.0,849.4438336707645,812.7233620920399,838.1150296296294,827.6296585695777,844.7598931873711,204.57151666666664,658.3695289884017,856.7729346628678,726.7067896320967,233.1784722222222
2016-01-15 18:00:00,1590.0,50.0,877.5705343470348,677.2184480594713,859.3205000000002,831.066492455419,855.0306514343748,230.004407111111,387.5399701247167,880.6583155632054,715.275773333333,236.35145642689164
2016-01-15 19:00:00,2039.9856929495108,90.0,1176.84536470857,860.236666666667,933.2553662222231,842.9007972784642,1011.1450022035385,211.78196711111104,672.3143511111107,884.205330180285,721.9218291380869,62.57135760293536
2016-01-15 20:00:00,1400.0,120.0,927.4573435622696,868.0030975115737,902.428472222222,864.2091634333091,1146.2130814814814,206.6719012870044,761.6370617283955,904.7228469135797,603.3661519786156,225.40792073646156
2016-01-15 21:00:00,890.0,100.0,920.1880177777767,989.3517817545783,894.43548,878.4529237875652,953.2803333333335,39.8678698998209,924.470374230227,893.7546214114271,712.3045276176077,212.66666666666666
2016-01-15 22:00:00,1310.0,50.0,908.5985999999995,723.2453580547057,886.837906172839,1043.5804964724655,1984.626868254528,217.614773205989,748.4918585315023,917.830687737848,646.8241381194575,167.5033491127268
2016-01-15 23:00:00,320.0,40.0,910.4931803233529,859.2756684444439,882.8910492090403,913.6439480384813,1543.1068611537526,64.6228122488095,895.740561736059,960.9575148674145,813.954438009446,247.164
2016-01-16 00:00:00,1299.9856929495108,0.0,912.5663069640918,860.8542399999999,879.3917131767829,916.006784,1156.1259764869758,194.09444166666665,755.8905168150751,830.8260099751673,809.2017551232849,236.2419004122809
2016-01-16 01:00:00,270.0,0.0,908.5711710249554,514.7197226666667,877.7204804640651,878.7448149424855,1070.5077536909946,205.19559758524048,771.7489999999999,978.5549439307006,841.15202,208.2626666666667
